Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right-hold,,STOP,28.300,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,1415,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right,,POINT,30.520,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,1526,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,START,30.820,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,1541,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,STOP,32.420,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,1621,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right,,POINT,32.920,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,1646,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right-hold,,START,34.180,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,1709,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right-hold,,STOP,34.840,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,1742,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,START,37.320,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,1866,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right,,POINT,37.660,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,1883,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right-hold,,START,38.060,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,1903,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right-hold,,STOP,40.160,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,2008,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,STOP,40.700,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,2035,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,START,42.080,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,2104,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,STOP,43.060,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,2153,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,START,48.300,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,2415,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,STOP,49.380,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,2469,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right,,POINT,51.280,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,2564,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right-hold,,START,51.500,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,2575,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right-hold,,STOP,52.040,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,2602,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right,,POINT,53.520,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,2676,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right,,POINT,54.540,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,2727,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,START,54.820,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,2741,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,STOP,56.260,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,2813,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,START,56.960,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,2848,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,STOP,57.800,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,2890,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right,,POINT,59.120,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,2956,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right-hold,,START,59.360,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,2968,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right-hold,,STOP,60.000,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,3001,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,START,61.140,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,3057,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,STOP,66.300,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,3315,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right,,POINT,68.540,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,3427,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right,,POINT,69.300,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,3465,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right,,POINT,69.840,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,3492,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right,,POINT,70.520,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,3526,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right-hold,,START,70.700,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,3535,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right-hold,,STOP,72.540,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,3627,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right-hold,,START,73.160,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,3658,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right,,POINT,73.960,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,3698,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right-hold,,STOP,74.500,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,3725,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,START,75.420,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,3771,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,STOP,78.500,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,3925,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,START,80.060,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,4003,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,STOP,82.680,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,4134,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right,,POINT,82.980,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,4149,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right,,POINT,84.720,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,4236,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,HPW-right,,POINT,85.360,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,4268,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,START,85.580,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,4279,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,STOP,86.940,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,4347,NA,
1F1-2B-COLD,2026-07-14 16:45:05.036,,119.600,Media file(s),player #1:Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,0.0,146.580,50.000,,FR,,START,87.580,Y:/Experiments/2026/Rat/2026-ZA-KNXforChronicPain/Screening/101/Cohort2/PreTx/1F1-2B-COLD-a.mp4,4379,NA,
